,,V No,Date,Party,City,Total Amt,Remarks
,,1906,20/12/2023,SGE MEDTECH,SURAT,9800,"reorder for Biopsy, Rate rise new MRP"
,,1907,20/12/2023,Inside Solution,Anand,31700,FOR UMRETH BRANCH
,,1908,22/12/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,3024,reorder
,,1909,22/12/2023,SHREE GANESH ENTERPRISE,SURAT,1232,sample for HPS 190ml syringe Antmed make
,,1910,22/12/2023,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,7000,REORDER
,,1911,22/12/2023,SIDDHIVINAYAK COMPUTER,NADIAD,15999.32,for umreth branch
,,1912,22/12/2023,Inside Solution,Anand,5388.1,FOR LENOVO ALL IN ONE STORE PC-WEBCAM FOR K S SIR CABIN (OLD TRANSFER TO COUNCILING OFFICE)
,,1913,23/12/2023,PARMATMA PRINTING PRESS,ANAND,2804,"REORDER, USES ONLY FOR REPORTING"
,,1914,23/12/2023,SHRADDHA FOOD & BEVERAGES,ANAND,2100,reorder
,,1915,23/12/2023,SAHAJANAND STATIONARY MART,,1355,CASH PURCHASE
,,1916,25/12/2023,AVI ENTERPRISE,AHMEDABAD,18840,"REORDER, AS PER LAST, UMRETH ADD"
,,1917,28/12/2023,ARVIND GOHIL,ANAND,1050,"FOR UMRETH BRANCH, PRIMARY REQUIREMENT"
,,1918,28/12/2023,SIDDHIVINAYAK COMPUTER,NADIAD,1200,FOR CONFERENCE ROOM
,,1919,29/12/2023,SIDDHIVINAYAK COMPUTER,NADIAD,20799,"repeat order, for umreth branch"
,,1920,30/12/2023,BHAVNA CLEANING,ANAND,8580,"Reorder, some items direct supply to Home & Farm by Bholo driver taken, tup and doll 1set for new tech."
,,1921,30/12/2023,GALAXY SURGICAL,ANAND,22471,"reorder, stock for approx 3 month"
,,1922,30/12/2023,VRAJ PLASTIC,,1290,REORDER
,,1923,30/12/2023,AVI ENTERPRISE,AHMEDABAD,7740,"REORDER FOR 2 MONTH, REFER REJECT PO-1916"
,,1924,30/12/2023,G V SALES & SERVICE,BARODA,48300,"reorder, 50ml for Balasinor & iris branch"
,,1925,01/01/2024,OM ENTERPRISE,SURAT,41160,"Rs.294 RATE RISE FROM NEXT ORDER, EXTRA TAKEN FOR SAFER SIDE"
,,1926,01/01/2024,AMIT CHEM TRADERS,VADODARA,29854,FOR UMRETH BRANCH
,,1927,01/01/2024,MERLIN POWER SOLUTION,,1894,"UPS REPAIRING STORE, NEW BATTERY CHANGE, OLD BATTERY BUY BACK Rs.260 (CREDIT NOTE-MPS/CN/23-24/23) 29.12.2023"
,,1928,03/01/2024,AVI ENTERPRISE,AHMEDABAD,4950,HELATH CHECKUP PLAN 2024 FLYER
,,1929,03/01/2024,Inside Solution,Anand,1000,TAKEN AGAINST EMERGENCY REQUIREMENT
,,1930,03/01/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,15754,"reorder, only used for Dr.Ritesh Sir"
,,1931,03/01/2024,ASHOK WATCH AMPORIUM,ANAND,23000,for Dakor CME on dtd.03.01.2024
,,1932,03/01/2024,AVI ENTERPRISE,AHMEDABAD,5850,FOR CME GIFT PACKING
,,1933,04/01/2024,AMIT PAPER MART,,10350,"REORDER. GENERAL USE, SPB MAKE"
,,1934,04/01/2024,TRINITY SYSTEM (RONALD),ANAND,84609.5,FOR UMRETH & ANAND BRANCH
,,1935,05/01/2024,NEW GAYATRI ENTERPRISE,,1676,cash purchase
,,1936,05/01/2024,RAJ MOBILE (MI),ANAND,7999,"BY CHEQUE, REPEAT ORDER- FOR UMRETH BRANCH, LESS 500 THAN LAST RATE"
,,1937,08/01/2024,KHODIYAR CORPORATION CO.,Anand,3676,REORDER
,,1938,09/01/2024,ONE TOUCH SOLUTION,ANAND,29232,"REORDER, MEDRED MAKE FOR CT DEPT."
,,1939,09/01/2024,ARVIND GOHIL,ANAND,1180,FOR ACCOUNT & FUEL FILLING FORM
,,1940,09/01/2024,GALAXY SURGICAL,ANAND,5610,"REORDER, NITRIL GLOVES 200nos PACKING"
,,1941,09/01/2024,NAGESHWARI PRINTER,ANAND,2600,"ANAND- ROENTGEN PNDT REGISTER, 100PAGE"
,,1942,10/01/2024,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,29254,REPEAT ORDER FOR UMRETH BRANCH
,,1943,10/01/2024,S.D.REFRIGERATION,,58996,REPEAT ORDER FOR UMRETH BRANCH
,,1944,11/01/2024,AMIT CHEM TRADERS,VADODARA,10528,FOR UMRETH BRANCH
,,1945,11/01/2024,AMIT PAPER MART,,13496,REORDER
,,1946,13/01/2024,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,reorder
,,1947,13/01/2024,G V SALES & SERVICE,BARODA,39376,reorder for Biopsy purpose
,,1948,13/01/2024,AMIT CHEM TRADERS,VADODARA,37288,reorder
,,1949,13/01/2024,Inside Solution,Anand,12508,reorder
,,1950,15/01/2024,AVI ENTERPRISE,AHMEDABAD,23087.55,"DIWALI TYPE-B GIFT STICKERS, NON USED"
,,1951,17/01/2024,SIDDHIVINAYAK COMPUTER,NADIAD,77560,reorder
,,1952,18/01/2024,GALAXY SURGICAL,ANAND,5863,REORDER
,,1953,18/01/2024,SIDDHIVINAYAK COMPUTER,NADIAD,3500,AS PER REQ.
,,1954,19/01/2024,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,29254,"NEW SPARE PURPOSE, OLD SPARE SET TO KHAMBHAT BRANCH"
,,1955,22/01/2024,WHITE HOUSE,,2372,FOR UMRETH BRANCH
,,1956,23/01/2024,POWERLUX INDUSTRIES PVT. LTD.,BHOPAL,497000,FOR DAKOR BRANCH
,,1957,23/01/2024,AVI ENTERPRISE,AHMEDABAD,32160,REORDER
,,1958,23/01/2024,AVI ENTERPRISE,AHMEDABAD,15480,REORDER
,,1959,24/01/2024,UNITY PHARMA,AHMEDABAD,509987,REORDER
,,1960,24/01/2024,SIDDHIVINAYAK COMPUTER,NADIAD,25009,"printer L8050 for Dakor, pen drive for 4D, 64g for it dpet."
,,1961,27/01/2024,AMIT CHEM TRADERS,VADODARA,37288,"REFER REJECT PO-1948, REORDER"
,,1962,27/01/2024,WHITE HOUSE,,2880,reorder
,,1963,29/01/2024,ARVIND GOHIL,ANAND,8500,REORDER
,,1964,29/01/2024,ARVIND GOHIL,ANAND,8500,reorder
,,1965,29/01/2024,SHRADDHA FOOD & BEVERAGES,ANAND,2100,reorder
,,1966,30/01/2024,SIDDHIVINAYAK COMPUTER,NADIAD,3984,for Laptop
,,1967,02/02/2024,GALAXY SURGICAL,ANAND,5845,REORDER
,,1968,05/02/2024,G V SALES & SERVICE,BARODA,248010,REORDER
,,1969,05/02/2024,MANISH MARKETING,AHMEDABAD,28078.4,"REORDER, FRIEGHT EXTRA"
,,1970,07/02/2024,SAHAJANAND STATIONARY MART,,2555,cash purchase
,,1971,08/02/2024,SGE MEDTECH,SURAT,57750,reorder
,,1972,08/02/2024,SIDDHIVINAYAK COMPUTER,NADIAD,5950,"UPS for Borsad-Reception, Anand-Borsad-CT dept."
,,1973,09/02/2024,GAYATRI GRAPHICS,ANAND,1500,"CASH PURCHASE, URGENT BASIS SALARY COVER BLANK"
,,1974,09/02/2024,AVI ENTERPRISE,AHMEDABAD,6000,"REORDER, SALARY COVER"
,,1975,10/02/2024,BHAVNA CLEANING,ANAND,7360,"2LTR PHNYLE, 1KG POWDER, SAVARNA-2NOS AT HIMALAYA, DUSTIL WATER FOR MRI REQ., PLASTIC BROOMS FOR 3 TO 4 MONTH USES"
,,1976,10/02/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,257936,REORDER
,,1977,15/02/2024,SURGICAL STEPS,ANAND,3116,New supplier with low rate
,,1978,15/02/2024,RUTVI SYSTEM,ANAND,1700,For Reception-21-Anand & MRI-207
,,1979,16/02/2024,SGE MEDTECH,SURAT,31360,"RERDER, FOR BIOPSY PURPOSE"
,,1980,16/02/2024,G V SALES & SERVICE,BARODA,39376,REORDER FOR BIOSPY
,,1981,19/02/2024,AVI ENTERPRISE,AHMEDABAD,8250,REORDER
,,1982,20/02/2024,Inside Solution,Anand,999.45,"FOR CONFERENCE ROOM, TAKEN CREDIT NOTE Rs.100"
,,1983,21/02/2024,PARMATMA PRINTING PRESS,ANAND,12454,"reorder, General & Receipt paper"
,,1984,21/02/2024,GALAXY SURGICAL,ANAND,7851.5,reorder
,,1985,21/02/2024,AVI ENTERPRISE,AHMEDABAD,181000,Reorder
,,1986,22/02/2024,AMIT PAPER MART,,4550.5,reorder
,,1987,24/02/2024,RAJ MOBILE (MI),ANAND,24800,"FOR 2nd Floor & 4th Floor, token display"
,,1988,26/02/2024,SURGICAL STEPS,ANAND,1153,"SAMPLE PURPOSE, 2 DIFFER CAN PURCHASE"
,,1989,26/02/2024,SHRADDHA FOOD & BEVERAGES,ANAND,2100,REORDER
,,1990,26/02/2024,SHREE GANESH ENTERPRISE,SURAT,7280,"REORDER, FOR IRIS BRANCH"
,,1991,26/02/2024,G V SALES & SERVICE,BARODA,48300,"REORER, FOR IRIS AND BALASINOR BRANCH"
,,1992,26/02/2024,SIDDHIVINAYAK COMPUTER,NADIAD,13260,REORDER
,,1993,26/02/2024,SIDDHIVINAYAK COMPUTER,NADIAD,4699.05,"M.BOX FOR 3.F-L18050, DP CABLE -MEETING ROOM, WIFI FOR IRIS USG REPORTING"
,,1994,27/02/2024,VRAJ PLASTIC,,4432.36,REORDER
,,1995,27/02/2024,SIDDHIVINAYAK COMPUTER,NADIAD,9600,REORDER
,,1996,27/02/2024,WHITE HOUSE,,4881,reorder
,,1997,27/02/2024,AVI ENTERPRISE,AHMEDABAD,3770,"reorder, for Salary and Director req"
,,1998,27/02/2024,AVI ENTERPRISE,AHMEDABAD,12000,reorder
,,1999,28/02/2024,OM ENTERPRISE,SURAT,44730,"REORDER, WITH NEW RATE APPLIED, OTHER SUPPLIER RATE 2320+TAX"
,,2000,28/02/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,98112,REORDER
,,2001,28/02/2024,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,REORDER
,,2002,29/02/2024,UNITY PHARMA,AHMEDABAD,749981,REORDER
,,2003,29/02/2024,SAHAJANAND STATIONARY MART,,1260,"CASH PURCHASE FOR USG REPORTING PINK, YELLOW, GREEN"
,,2004,01/03/2024,KRISHNA PLASTIC,ANAND,28320,"reorder, for ct dept uses, patient bed changes"
,,2005,01/03/2024,KHODIYAR CORPORATION CO.,Anand,3676,reorder
,,2006,02/03/2024,PRIME SURGICAL & LINEN,ANAND,3850,FOR USG-X RAY-4D-BMD-CT-MRI PATIENT PURPOSE
,,2007,04/03/2024,G V SALES & SERVICE,BARODA,39376,REORDER
,,2008,05/03/2024,AMIT PAPER MART,,1640,"for Umreth, Kalpesh Dalwadi req.New color"
,,2009,05/03/2024,SURGICAL STEPS,ANAND,11287,"reorder, New supplier with new low rate"
,,2010,06/03/2024,PARMATMA PRINTING PRESS,ANAND,13000,"reorder, i-photo make, incl all rate"
,,2011,06/03/2024,OM ENTERPRISE,SURAT,20160,"reorder, new supplier ith low rate, medred make"
,,2012,06/03/2024,ONE TOUCH SOLUTION,ANAND,49876,"Reorder, mri contrast"
,,2013,06/03/2024,SIDDHIVINAYAK COMPUTER,NADIAD,11990,"REORDER, 008-C,Y,M,  057-C-4, Y-2, M-2, LM-3, LC-2"
,,2014,07/03/2024,GALAXY SURGICAL,ANAND,5746,"Reorder, with new low rate"
,,2015,08/03/2024,SIDDHIVINAYAK COMPUTER,NADIAD,9900,Taken by emergency by IT dept.
,,2016,08/03/2024,SURGICAL STEPS,ANAND,3114,"Diper for MRI req, & ECG for sample with low rate"
,,2017,12/03/2024,PRIME SURGICAL & LINEN,ANAND,1760.16,"32 size-2, 36 size-2, 38 size-2, 40 size-2 nos"
,,2018,13/03/2024,NICE FURNITURE,ANAND,10000.6,FOR BORSAD BRANCH
,,2019,13/03/2024,AARTI ELECTRICALS,ANAND,3600,"FOR BORSAD BRANCH, WITH 2 YEAR WARRANTY"
,,2020,13/03/2024,TRINITY SYSTEM (RONALD),ANAND,30945,"BORSAD BRANCH CCTV INSTALLATION, BILL NO.35 & 37"
,,2021,14/03/2024,AVI ENTERPRISE,AHMEDABAD,8250,Reorder
,,2022,14/03/2024,AVI ENTERPRISE,AHMEDABAD,62000,"REORDER, FOR ANAND & PERIPHERY USES"
,,2023,14/03/2024,AVI ENTERPRISE,AHMEDABAD,18840,REORDER
,,2024,14/03/2024,AVI ENTERPRISE,AHMEDABAD,9360,REORDER
,,2025,14/03/2024,GALAXY SURGICAL,ANAND,3354,"reorder, emergency drugs"
,,2026,15/03/2024,SAHAJANAND STATIONARY MART,,2290,MONTHLY STATIONARY REQUIREMENT
,,2027,15/03/2024,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,7000,"REORDER, ALL PERIPHERY CENTER USE"
,,2028,15/03/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,15754,"for ritesh sir use, kiran make"
,,2029,19/03/2024,GALAXY SURGICAL,ANAND,17082,"Reorder, Mediflon make syringe, 24g yellow romsons make, microtouch gloves"
,,2030,19/03/2024,SHREE JALARAM PAPER INDUSTRIES,AHMEDABAD,92500,"Reorder, Plastic bags for Anand use only, as per last print, Umreth add"
,,2031,19/03/2024,G V SALES & SERVICE,BARODA,185850,"REORDER, 100 ML BOT"
,,2032,20/03/2024,MERLIN POWER SOLUTION,,5728,"FOR BORSAD BRANCH USG-UPS BATTERIES, BUY BACK-8 NOSx100 = Rs.800 LESS"
,,2033,21/03/2024,SHUBHAM SALES,ANAND,2695,FOR BORSAD BRANCH - TEA MAKING
,,2034,23/03/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,65408,Reorder
,,2035,23/03/2024,VIHAAN ENTERPRISE,Vadodara,10752,"New Supplier, with revised low rate applied"
,,2036,26/03/2024,GALAXY SURGICAL,ANAND,1515.9,reorder
,,2037,29/03/2024,S.D.REFRIGERATION,,82048,FOR KHAMBHAT BRANCH
,,2038,01/04/2024,AVI ENTERPRISE,AHMEDABAD,36800,"Multi color N.W.Bags Common all branches, 4000-Anand, 6000-Godhra, 6000-Khambhat (1400 loan basis to Khambhat from Anand given)"
,,2039,02/04/2024,SHREE SHAKTI SURGITECH INDUSTRIES,AHMEDABAD,80800,"FOR BORSAD AND KHAMBHAT BRANCH MRI SS ITEMS, FRIEGHT TO PAY EXTRA"
,,2040,04/04/2024,SIDDHIVINAYAK COMPUTER,NADIAD,35700,reorder
,,2041,04/04/2024,MANISH MARKETING,AHMEDABAD,37578.4,"reorder, Frieght extra"
,,2042,04/04/2024,AMIT CHEM TRADERS,VADODARA,37288,reorder
,,2043,04/04/2024,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,REORDER
,,2044,04/04/2024,G V SALES & SERVICE,BARODA,39376,REORDER FOR BIOPSY USE
,,2045,04/04/2024,G V SALES & SERVICE,BARODA,62160,REORDER
,,2046,04/04/2024,SHRADDHA FOOD & BEVERAGES,ANAND,1950,reorder
,,2047,04/04/2024,BHAVNA CLEANING,ANAND,7775,"REORDER, GENRAL ITEM & MOPE TURBO SET FOR HIMALAYA HOME-BY BHOLO"
,,2048,11/04/2024,AMIT PAPER MART,,5163,"AS PER REQ, BLANK ENVELOPE"
,,2049,11/04/2024,G V SALES & SERVICE,BARODA,48300,reorder
,,2050,11/04/2024,VRAJ PLASTIC,,5260,reorder
,,2051,12/04/2024,NEW GAYATRI ENTERPRISE,,1676,CASH PURCHASE
,,2052,12/04/2024,SAHAJANAND STATIONARY MART,,1520,CASH PURCHASE
,,2053,16/04/2024,HARIHAR BOOK DEPO,ANAND,900,"CASH PURCHASE, FOR USG REPORTING"
,,2054,17/04/2024,WHITE HOUSE,,4480,REORDER
,,2055,19/04/2024,AVI ENTERPRISE,AHMEDABAD,12960,"reorder, last pending order dtd.dec-2023 Qty.300+300 new order"
,,2056,19/04/2024,SGE MEDTECH,SURAT,6720,"REORDER, NEW RATE APPLIED"
,,2057,20/04/2024,RAJ MOBILE (MI),ANAND,8999,FOR STORE-ANAND-AGAINST CHEQUE
,,2058,22/04/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,62956,reorder
,,2059,22/04/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1841,REORDER
,,2060,22/04/2024,ONE TOUCH SOLUTION,ANAND,45676,REORDER
,,2061,22/04/2024,SGE MEDTECH,SURAT,57750,REORDER
,,2062,23/04/2024,Inside Solution,Anand,42362,"FOR PACS SERVER-HDD, RAM SERVER-RAM"
,,2063,23/04/2024,GALAXY SURGICAL,ANAND,6990.4,REORDER
,,2064,23/04/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,324968,REORDER
,,2065,23/04/2024,UNITY PHARMA,AHMEDABAD,359990,REORDER
,,2066,24/04/2024,AVI ENTERPRISE,AHMEDABAD,31230,FOR KAHMBHAT CME
,,2067,25/04/2024,Inside Solution,Anand,33382,"for khambhat branch, REFER REJECT PO-183 KHAMBHAT BRANCH"
,,2068,01/05/2024,ARVIND GOHIL,ANAND,1800,REORDER
,,2069,03/05/2024,NAGESHWARI PRINTER,ANAND,1600,REORDER FOR RDPL-DAKOR BRANCH
,,2070,03/05/2024,VERAIYA ENTERPRISE,AHMEDABAD,15800,FOR PATIENT PURPOSE
,,2071,06/05/2024,SIDDHIVINAYAK COMPUTER,NADIAD,6018,"FOR ANAND, BORSAD & KHAMBHAT MRI DEPT. USE"
,,2072,09/05/2024,SURGICAL STEPS,ANAND,15890.5,reorder
,,2073,09/05/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,6191.6,reorder
,,2074,11/05/2024,G V SALES & SERVICE,BARODA,185850,REORDER
,,2075,11/05/2024,OM ENTERPRISE,SURAT,6384,"REORDER, SCHILLER MAKE, HPS-190ML TUBING"
,,2076,13/05/2024,SHRADDHA FOOD & BEVERAGES,ANAND,2100,REORDER
,,2077,16/05/2024,SIDDHIVINAYAK COMPUTER,NADIAD,62060,reorder
,,2078,16/05/2024,AMIT CHEM TRADERS,VADODARA,37288,reorder
,,2079,16/05/2024,SGE MEDTECH,SURAT,9800,reorder
,,2080,16/05/2024,AMIT CHEM TRADERS,VADODARA,4584,1*7 SQFT FOR IRIS-CT DEPT.
,,2081,17/05/2024,GALAXY SURGICAL,ANAND,580,"REORDER, EMERGENCY DRUGS"
,,2082,17/05/2024,RAJ MOBILE (MI),ANAND,6999,"FOR DAKOR BRANCH, AGAINST CHEQUE"
,,2083,18/05/2024,VERAIYA ENTERPRISE,AHMEDABAD,5810,"FOR TEA MACHINE, CARD SYSTEM"
,,2084,18/05/2024,SHUBHAM SALES,ANAND,2695,"CASH/CHEQUE, FOR DAKOR BRANCH"
,,2085,20/05/2024,VRAJ PLASTIC,,3890,reorder
,,2086,21/05/2024,Inside Solution,Anand,7966,reorder
,,2087,21/05/2024,UNITY PHARMA,AHMEDABAD,359990,reorder
,,2088,22/05/2024,PARMATMA PRINTING PRESS,ANAND,19000,REORDER
,,2089,22/05/2024,PARMATMA PRINTING PRESS,ANAND,13520,REORDER
,,2090,22/05/2024,SIDDHIVINAYAK COMPUTER,NADIAD,1280,REORDER
,,2091,22/05/2024,AVI ENTERPRISE,AHMEDABAD,4500,WOMENS DAY 30% DISCOUNTED MAMMOGRAPHY FLYER
,,2092,22/05/2024,AVI ENTERPRISE,AHMEDABAD,4500,BMD BROUCHER
,,2093,22/05/2024,AVI ENTERPRISE,AHMEDABAD,5500,COMMON BROUCHER FOR MAMMOGRAPHY Qty.10000 = 5000 RDPL+ 2000 DAHOD +2000 GODHRA +1000 KHAMBHAT
,,2094,22/05/2024,AVI ENTERPRISE,AHMEDABAD,3500,"N.W. BAGS-""RED COLOR WITH LOGO & THANK YOU"" FOR CME"
,,2095,23/05/2024,AVI ENTERPRISE,AHMEDABAD,14982,DIWALI GIFT 2023 STICKER & RAPPER
,,2096,23/05/2024,G V SALES & SERVICE,BARODA,62160,reorder
,,2097,23/05/2024,ONE TOUCH SOLUTION,ANAND,49876,"reorder, mri contrast"
,,2098,23/05/2024,OM ENTERPRISE,SURAT,44730,"reorder, mri contrast"
,,2099,25/05/2024,SHREE GANESH ENTERPRISE,SURAT,14560,"reorder-100ml for Iris & 200ml for Balasinor, antmed make"
,,2100,25/05/2024,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3564,"reorder, with revised low rate"
,,2101,25/05/2024,MANAV ENTERPRISE,ANAND,6432,FOR UMRETH BRANCH
,,2102,25/05/2024,SAHAJANAND STATIONARY MART,,1940,"CASH PURCHASE, STAPLE PIN BIG SIZE"
,,2103,28/05/2024,WHITE HOUSE,,4692.4,"reorder, dustbin for it dept."
,,2104,29/05/2024,AARTI ELECTRICALS,ANAND,5700,"FOR 2ND FLOOR WAITING, OLD FAN TRANSFER TO RKHA NIVAS G.F. TEA SEATING AREA"
,,2105,29/05/2024,GALAXY SURGICAL,ANAND,1030,REORDER
,,2106,31/05/2024,Inside Solution,Anand,67900,FOR HIMALAYA HOME
,,2107,31/05/2024,AMIT PAPER MART,,1640,BLANK ENV FOR DR. SALARY 
,,2108,04/06/2024,Inside Solution,Anand,11800,"FOR MRI-KHAMBHAT BRANCH, URGENT REQUIREMENT"
,,2109,04/06/2024,AVI ENTERPRISE,AHMEDABAD,22000,REORDER
,,2110,04/06/2024,AVI ENTERPRISE,AHMEDABAD,3720,FOR TRAINING CERTIFICATE
,,2111,04/06/2024,MANISH MARKETING,AHMEDABAD,28078.4,REORDER
,,2112,04/06/2024,GALAXY SURGICAL,ANAND,10606,"REORDER, ANSELL MICROTOUCH GLOVES"
,,2113,04/06/2024,G V SALES & SERVICE,BARODA,39376,"REORDER, FOR BIOPSY PURPOSE"
,,2114,04/06/2024,AMIT CHEM TRADERS,VADODARA,5152,"reorder, not avaialble against PO-2112 by supplier-Galaxy surgical"
,,2115,08/06/2024,BHAVNA CLEANING,ANAND,5560,REORDER WITH REVISED NEW RATE CONFIRMED WITH EFFECTIVE Jun-2024
,,2116,10/06/2024,KHODIYAR CORPORATION CO.,Anand,3676,REORDER
,,2117,10/06/2024,PARAMOUNT,ANAND,212,REORDER WITH LOW RATE
,,2118,17/06/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,98112,reorder
,,2119,19/06/2024,SGE MEDTECH,SURAT,13440,reorder
,,2120,20/06/2024,AVI ENTERPRISE,AHMEDABAD,40000,"REORDER WITH DAKOR NO. CHANGE ONLY, NON WOOOVEN BAGS AS PER LAST"
,,2121,20/06/2024,G V SALES & SERVICE,BARODA,234150,REORDER
,,2122,20/06/2024,ONE TOUCH SOLUTION,ANAND,20832,REORDER
,,2123,20/06/2024,SURGICAL STEPS,ANAND,9457,REORDER
,,2124,20/06/2024,AMIT PAPER MART,,13300,"REORDER, iPHOTO PAPER 180GSM"
,,2125,20/06/2024,ARVIND GOHIL,ANAND,550,REORDER
,,2126,21/06/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1512,reorder
,,2127,22/06/2024,GALAXY SURGICAL,ANAND,6847,REORDER
,,2128,22/06/2024,SGE MEDTECH,SURAT,29400,reorder
,,2129,25/06/2024,SIDDHIVINAYAK COMPUTER,NADIAD,48400,"REORDER, PENDRIVE FOR 4D PATIENT-1 YEAR WARRANTY, CANON GI790-FOR STORE"
,,2130,25/06/2024,SHRADDHA FOOD & BEVERAGES,ANAND,2850,"reorder, annual day and office use only"
,,2131,25/06/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,22491.44,REORDER
,,2132,27/06/2024,SURGICAL STEPS,ANAND,4735,reorder
,,2133,28/06/2024,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,23010,"SPARE PURPOSE, WITHOUT BATTERY PURCHASE"
,,2134,28/06/2024,VRAJ PLASTIC,,6010,REORDER
,,2135,28/06/2024,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,30690,"SPARE PURPOSE, REFER REJECT ORDER PO-2133"
,,2136,28/06/2024,SIDDHIVINAYAK COMPUTER,NADIAD,39599.32,"FOR 4TH FLOOR, AND FOR REPORTING ROOM"
,,2137,28/06/2024,SIDDHIVINAYAK COMPUTER,NADIAD,20799,FOR PETLAD BRANCH
,,2138,28/06/2024,ANANYA INFO SOLUTIONS,ANAND,13750,FOR HIMALAYA HOME
,,2139,29/06/2024,SIDDHIVINAYAK COMPUTER,NADIAD,3400,himalaya home
,,2140,01/07/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1210,EXTRA TAKEN DUE TO NON AVAIBILITY IN EASY WAY
,,2141,01/07/2024,MERLIN POWER SOLUTION,,13780,"FOR BASEMENT OPG/CBCT UPS, REPLACE WITH OLD BATTERIES AGAINST BUY BACK POLICY Rs.150*16=2400 LESS, 1 BATTERY FOR 1 KVA UPS"
,,2142,02/07/2024,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3564,reorder
,,2143,04/07/2024,JAGDISH TRADERS,ANAND,2400,"CASH PURCHASE, FOR G.F. AND SPARE"
,,2144,04/07/2024,PARMATMA PRINTING PRESS,ANAND,2200,"REORDER, FOR REPORTING ONLY"
,,2145,04/07/2024,SIDDHIVINAYAK COMPUTER,NADIAD,2355,FOR HR DEPT. ALL IN ONE PC
,,2146,04/07/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,62956,REORDER
,,2147,08/07/2024,UNITY PHARMA,AHMEDABAD,359990,reorder
,,2148,08/07/2024,SIDDHIVINAYAK COMPUTER,NADIAD,2400,FOR IT REQ.
,,2149,09/07/2024,GALAXY SURGICAL,ANAND,4718.6,"reorder, for NABH regarding MRI requirement"
,,2150,10/07/2024,WHITE HOUSE,,3120,REORDER
,,2151,10/07/2024,UNITY PHARMA,AHMEDABAD,220499,"reorder, rate rise as per confirmation"
,,2152,11/07/2024,BHAVNA CLEANING,ANAND,7040,REORDER
,,2153,11/07/2024,AVI ENTERPRISE,AHMEDABAD,32160,"REORDER, WITH DAKOR PHONE NO. CHANGES ONLY"
,,2154,13/07/2024,G V SALES & SERVICE,BARODA,62160,reorder
,,2155,13/07/2024,HI-TECH SURGICAL SYSTEMS LLP,AHMEDABAD,10080,"reorder, for MRI supproting chestlead"
,,2156,17/07/2024,SAHAJANAND STATIONARY MART,,2965,"CASH PURCHASE, WITH STICKY NOTE"
,,2157,17/07/2024,GALAXY SURGICAL,ANAND,8913,SOME ITEMS DUE TO NABH REQUIREMENTS
,,2158,17/07/2024,BHAVNA CLEANING,ANAND,3470,NABH REQUIREMENT
,,2159,17/07/2024,GALAXY SURGICAL,ANAND,8908.28,"REORDER, P.O.METER FOR X-RAY DEPT.-2 YEAR WARRANTY"
,,2160,19/07/2024,NEW GAYATRI ENTERPRISE,,837.6,cash purchase
,,2161,20/07/2024,SURGICAL STEPS,ANAND,1658,2 ML SYRINGE NEW RATE PO
,,2162,20/07/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,324968,REORDER
,,2163,22/07/2024,AVI ENTERPRISE,AHMEDABAD,32160,
,,2164,22/07/2024,MAYUR K. PATEL,KHAMBHAT,3900,"REORDER, NEW SUPPLIER, Rs.20 LESS/PCS"
,,2165,23/07/2024,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,4200,"reorder, for periphery use"
,,2166,24/07/2024,GALAXY SURGICAL,ANAND,784,"for himalaya home, 2year warranty"
,,2167,24/07/2024,ARVIND GOHIL,ANAND,1100,"REORDER, CIVIL PATIENT -GENERAL BOOK"
,,2168,24/07/2024,SGE MEDTECH,SURAT,57750,REORDER
,,2169,24/07/2024,ONE TOUCH SOLUTION,ANAND,45676,REORDER
