,,V No,Date,Party,City,Total Amt,Remarks
,,2641,03/10/2023,GALAXY SURGICAL,ANAND,952,
,,2642,03/10/2023,SAHAJANAND STATIONARY MART,,1810,
,,2643,03/10/2023,SIDDHIVINAYAK COMPUTER,NADIAD,20500,AS PER REQ OR IRIS SONOGRAPHY DEPARTMENT
,,2644,03/10/2023,SIDDHIVINAYAK COMPUTER,NADIAD,7360,
,,2645,03/10/2023,WHITE HOUSE,,7630,
,,2646,03/10/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,
,,2647,03/10/2023,G V SALES & SERVICE,BARODA,19320,60+40 RECIVED
,,2648,04/10/2023,ARVIND GOHIL,ANAND,8500,
,,2649,07/10/2023,SIDDHIVINAYAK COMPUTER,NADIAD,23215,
,,2650,07/10/2023,GALAXY SURGICAL,ANAND,0,"MEDI TAPE 120 RECEIVED, BUT 5 NOS INWARD DUE TO TYPING MISTAKE 5PKT"
,,2651,09/10/2023,G V SALES & SERVICE,BARODA,48300,"60+40+100 RECEIVED, PO CLOSED"
,,2652,09/10/2023,SIDDHIVINAYAK COMPUTER,NADIAD,12060,
,,2653,09/10/2023,SIDDHIVINAYAK COMPUTER,NADIAD,6000,FOR DAKOR BRANCH
,,2654,09/10/2023,ONE TOUCH SOLUTION,ANAND,17360,
,,2655,11/10/2023,CASH PURCHASE,,480,"CASH PURCHASE, Battery for IT-cell tester"
,,2656,11/10/2023,SAHAJANAND STATIONARY MART,,200,"cash purchase, for HR req"
,,2657,11/10/2023,NEW GAYATRI ENTERPRISE,,838,CASH PURCHASE
,,2658,11/10/2023,VRAJ PLASTIC,,610,CASH PURCHASE
,,2659,12/10/2023,BHAVNA CLEANING,ANAND,6170,
,,2660,12/10/2023,AVI ENTERPRISE,AHMEDABAD,62000,ALL RECEIVED
,,2661,12/10/2023,AMIT CHEM TRADERS,VADODARA,74576,
,,2662,12/10/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1840,
,,2663,13/10/2023,MANISH MARKETING,AHMEDABAD,25739,"100+220 PKT RECEIVED, PO CLOSED"
,,2664,14/10/2023,RAJ MOBILE (MI),ANAND,65898,"50"" for Ritesh sir cabin, 55"" for conf. hall, 500+500 for 2stand extra"
,,2665,14/10/2023,SHREEJI AUTO BATTERY,ANAND,17560,"for 5th floor main ups battery, 24 month warranty"
,,2666,16/10/2023,G V SALES & SERVICE,BARODA,39376,
,,2667,18/10/2023,SHARDA ELECTRICALS,ANAND,2100,FOR GENRAL USE
,,2668,18/10/2023,GALAXY SURGICAL,ANAND,8739,
,,2669,19/10/2023,SIDDHIVINAYAK COMPUTER,NADIAD,14975,
,,2670,25/10/2023,AVI ENTERPRISE,AHMEDABAD,181317.5,"1500+1000+5000+9000+3425 = 19925 received, po closed"
,,2671,01/11/2023,G V SALES & SERVICE,BARODA,185850,
,,2672,01/11/2023,SHREE GANESH ENTERPRISE,SURAT,1456,100 ML --2NO RECEIVED +8 AND 200ML PENDING
,,2673,01/11/2023,SHREE GANESH ENTERPRISE,SURAT,5824,"2+8 NOS 100ML RECEIVED, 200 ML PENDING"
,,2674,01/11/2023,SHREE GANESH ENTERPRISE,SURAT,3640,"ALL RECEIVED, PO CLOSED"
,,2675,01/11/2023,AVI ENTERPRISE,AHMEDABAD,11320,ALL RECEIVED
,,2676,01/11/2023,MANISH MARKETING,AHMEDABAD,9500,RS.160 EXTRA FRIEGHT
,,2677,01/11/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,649936,
,,2678,01/11/2023,ARVIND GOHIL,ANAND,5400,
,,2679,01/11/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,
,,2680,01/11/2023,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,26255,100+400 ALL RECEIVED
,,2681,01/11/2023,SHREE JALARAM PAPER INDUSTRIES,AHMEDABAD,267960,"TRANSPORTATION CHARGE EXTRA 3000 TOTAL RECIVED 19,958(29 CARTOON )"
,,2682,03/11/2023,PARMATMA PRINTING PRESS,ANAND,10250,
,,2683,03/11/2023,SHRADDHA FOOD & BEVERAGES,ANAND,900,
,,2684,04/11/2023,CASH PURCHASE,,180,CASH FOR MRI DEPT. EMERGENCY DRUGS LOCATION PURPOSE
,,2685,04/11/2023,SIDDHIVINAYAK COMPUTER,NADIAD,7810,
,,2686,04/11/2023,GALAXY SURGICAL,ANAND,9551.8,
,,2687,04/11/2023,OM ENTERPRISE,SURAT,61740,
,,2688,04/11/2023,KHODIYAR CORPORATION CO.,Anand,3676,
,,2689,06/11/2023,BHAVNA CLEANING,ANAND,4355,
,,2690,06/11/2023,Inside Solution,Anand,1421,
,,2691,09/11/2023,CASH PURCHASE,,108,"CASH PURCHASE,SAVE ON MEDICINE, FOR CT DEPT."
,,2692,09/11/2023,Inside Solution,Anand,12500,
,,2693,09/11/2023,Inside Solution,Anand,6372,
,,2694,09/11/2023,VRAJ PLASTIC,,4257,
,,2695,09/11/2023,AMIT PAPER MART,,13496,
,,2696,09/11/2023,SIDDHIVINAYAK COMPUTER,NADIAD,6540,
,,2697,09/11/2023,RAJ MOBILE (MI),ANAND,8499,FOR RECEPATION AREA
,,2698,09/11/2023,WHITE HOUSE,,3680,
,,2699,09/11/2023,GOPINATH PACKAGING,AHMEDABAD,12390,
,,2700,16/11/2023,AVI ENTERPRISE,AHMEDABAD,84300,CALENDER 2024 (5000 NOS)
,,2701,22/11/2023,CHANDAN GENERAL STORES,,200,"cash purchase, for security g.f"
,,2702,22/11/2023,VRAJ PLASTIC,,610,CASH PURCHASE
,,2703,22/11/2023,NEW GAYATRI ENTERPRISE,,670,CASH PURCHASE
,,2704,27/11/2023,SAHAJANAND STATIONARY MART,,1980,CASH PURCHASE
,,2705,27/11/2023,Inside Solution,Anand,472,TAKEN BY RAJENDRA/DIPEN / IT DEPT.
,,2706,27/11/2023,Inside Solution,Anand,2250,FOR REPORTING ROOM/CCTV CAMERA / TINY PC
,,2707,27/11/2023,MERLIN POWER SOLUTION,,45440,Anand branch -4th floor-Main ups batteries-with buy back old batteries/ credit note received/ 2 year warranty
,,2708,27/11/2023,SHRADDHA FOOD & BEVERAGES,ANAND,1800,
,,2709,27/11/2023,UNITY PHARMA,AHMEDABAD,209994,for Balasinor/ Iris/ Ct Iris
,,2710,28/11/2023,CASH PURCHASE,,90,"CASH PURCHASE, FOR BARIUM DRINKING"
,,2711,30/11/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,98112,
,,2712,30/11/2023,GALAXY SURGICAL,ANAND,14360,
,,2713,05/12/2023,G V SALES & SERVICE,BARODA,149836,"all received, contra50-05 bot send to direct balasinor"
,,2714,05/12/2023,CASH PURCHASE,,843,"CASH PURCHASE, FOR DIRCTOR CABIN-1st, 2nd And Assly.Hall"
,,2715,05/12/2023,SAHAJANAND STATIONARY MART,,50,"CASH PURCHASE, FOR RITESH SIR USES"
,,2716,06/12/2023,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,168604,"IRIS UPS, WITH BUYBACK Rs.35,400"
,,2717,08/12/2023,SAHAJANAND STATIONARY MART,,50,"CASH PURCHASE, FOR DR. RITESH SIR"
,,2718,08/12/2023,CASH PURCHASE,,450,CASH PURCHASE
,,2719,08/12/2023,AMIT CHEM TRADERS,VADODARA,2509,
,,2720,08/12/2023,ONE TOUCH SOLUTION,ANAND,95550,MRI CONTRAST
,,2721,08/12/2023,SHREE NATH SALES AND SERVICES,ANAND,2200,"FOR GENERAL WORKS, 6 MONTH WARRANTY"
,,2722,08/12/2023,Inside Solution,Anand,14750,
,,2723,08/12/2023,SURGICAL STEPS,ANAND,1960,
,,2724,08/12/2023,SGE MEDTECH,SURAT,34650,MRI CONTRAST
,,2725,08/12/2023,SGE MEDTECH,SURAT,23100,30+20 DIFF EXP DTD ITEM RECEIVED
,,2726,08/12/2023,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,
,,2727,08/12/2023,AVI ENTERPRISE,AHMEDABAD,5266,200+18 EXTRA FREE RECEIVED
,,2728,12/12/2023,TRINITY SYSTEM (RONALD),ANAND,33575.25,CCTV INSTALLATION PO-1894 & SPO-905
,,2729,14/12/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,65408,
,,2730,14/12/2023,SIDDHIVINAYAK COMPUTER,NADIAD,42220,ALL RECEIVED
,,2731,14/12/2023,SIDDHIVINAYAK COMPUTER,NADIAD,30300,
,,2732,14/12/2023,MANISH MARKETING,AHMEDABAD,28079,TRANSPORTATION 500+50 EXTRA
,,2733,15/12/2023,D MART AVENUE SUPERMARTS LTD,,560,cashpurchase
,,2734,16/12/2023,AVI ENTERPRISE,AHMEDABAD,28500,ALL RECEIVED + 15 FILE EXTRA
,,2735,16/12/2023,AVI ENTERPRISE,AHMEDABAD,27000,ALL RECEIVED IN 250 NOS PACKING CONDITION
,,2736,16/12/2023,WHITE HOUSE,,4480,
,,2737,16/12/2023,Inside Solution,Anand,12500,FOR STORE USE
,,2738,18/12/2023,SAHAJANAND STATIONARY MART,,150,"CASH PURCHASE, FOR HR & SOFT BOARD "
,,2739,19/12/2023,GALAXY SURGICAL,ANAND,4451,NO GST CALC. IN WOOL COTTON ROLL
,,2740,19/12/2023,G V SALES & SERVICE,BARODA,185850,100ML
,,2741,23/12/2023,AMIT CHEM TRADERS,VADODARA,3763,
,,2742,23/12/2023,SIDDHIVINAYAK COMPUTER,NADIAD,16000,FOR UMRETH BRANCH
,,2743,23/12/2023,Inside Solution,Anand,100147,FOR UMRETH BRANCH
,,2744,23/12/2023,SHREE GANESH ENTERPRISE,SURAT,1232,ANTMED SAMPLE FOR 190ML HPS-CT
,,2745,23/12/2023,AVI ENTERPRISE,AHMEDABAD,18000,
,,2746,23/12/2023,RUTVI SYSTEM,ANAND,2550,FOR UMRETH BRANCH
,,2747,23/12/2023,VRAJ PLASTIC,,4260,
,,2748,23/12/2023,Inside Solution,Anand,5388,"FOR ALL IN ONE PC- K S SIR CABIN, OLD TRANSFER TO COUNCILING CABIN"
,,2749,23/12/2023,UNITY PHARMA,AHMEDABAD,449987,
,,2750,25/12/2023,PARMATMA PRINTING PRESS,ANAND,2804,
,,2751,26/12/2023,FUJI FILM INDIA PVT LTD,AHMEDABAD,62955,
,,2752,26/12/2023,SHRADDHA FOOD & BEVERAGES,ANAND,2100,
,,2753,26/12/2023,SAHAJANAND STATIONARY MART,,1355,CASH PURCHASE
,,2754,27/12/2023,Inside Solution,Anand,15850,"FOR UMRETH, 1 qty received, po closed"
,,2755,03/01/2024,SGE MEDTECH,SURAT,9800,MN-1820
,,2756,03/01/2024,ARVIND GOHIL,ANAND,1050,
,,2757,03/01/2024,SIDDHIVINAYAK COMPUTER,NADIAD,1200,FOR NEW CONF. ROOM
,,2758,03/01/2024,SIDDHIVINAYAK COMPUTER,NADIAD,20800,FOR UMRETH BRANCH
,,2759,03/01/2024,AMIT CHEM TRADERS,VADODARA,29854,FOR UMRETH BRANCH
,,2760,03/01/2024,VRAJ PLASTIC,,1290,
,,2761,03/01/2024,BHAVNA CLEANING,ANAND,8580,FOR FARM HOUSE & HOME & CENTER MATERIAL
,,2762,03/01/2024,GALAXY SURGICAL,ANAND,22471,
,,2763,05/01/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,3024,"20+180 ALL RECEIVED, PO CLOSED"
,,2764,06/01/2024,MERLIN POWER SOLUTION,,1894,ANAND BRANCH STORE UPS
,,2765,06/01/2024,G V SALES & SERVICE,BARODA,48300,FOR IRIS AND BALASINOR BRANCH1
,,2766,06/01/2024,ASHOK WATCH AMPORIUM,ANAND,23000,FOR DAKOR CME
,,2767,08/01/2024,TRINITY SYSTEM (RONALD),ANAND,84610,UMRETH AND ANAND BRANCH
,,2768,08/01/2024,RAJ MOBILE (MI),ANAND,7999,FOR UMRETH BRANCH
,,2769,08/01/2024,AMIT PAPER MART,,10350,"GENERAL & RECEIPT PAPER PURPOSE, SPB MAKE"
,,2770,08/01/2024,NEW GAYATRI ENTERPRISE,,1676,
,,2771,08/01/2024,KHODIYAR CORPORATION CO.,Anand,3675,
,,2772,09/01/2024,CASH PURCHASE,,450,CASH PURCHASE
,,2773,11/01/2024,S.D.REFRIGERATION,,58996,FOR UMRETH BRANCH
,,2774,11/01/2024,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,29254,FOR UMRETH BRANCH
,,2775,11/01/2024,GALAXY SURGICAL,ANAND,5610,
,,2776,11/01/2024,ARVIND GOHIL,ANAND,1180,
,,2777,11/01/2024,AVI ENTERPRISE,AHMEDABAD,5850,FOR GIFT PACKING PURPOSE
,,2778,11/01/2024,AVI ENTERPRISE,AHMEDABAD,4950,
,,2779,11/01/2024,AVI ENTERPRISE,AHMEDABAD,7740,2 MONTH STOCK AFTER RECHANGE
,,2780,16/01/2024,AMIT PAPER MART,,13496,22+78 = 100 RECEIVED
,,2781,16/01/2024,NAGESHWARI PRINTER,ANAND,2600,RDPL REGISTER
,,2782,16/01/2024,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,1 BOX
,,2783,16/01/2024,AMIT CHEM TRADERS,VADODARA,10528,FOR UMRETH BRANCH
,,2784,16/01/2024,ONE TOUCH SOLUTION,ANAND,29232,"FOR CT-ANAND, MEDRED MAKE"
,,2785,16/01/2024,OM ENTERPRISE,SURAT,41160,"20ML BOT RECEIVED, NEXT TIME RATE RISE"
,,2786,16/01/2024,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,7000,
,,2787,18/01/2024,G V SALES & SERVICE,BARODA,39376,FOR BIOPSY
,,2788,19/01/2024,GALAXY SURGICAL,ANAND,5863,
,,2789,20/01/2024,SIDDHIVINAYAK COMPUTER,NADIAD,3500,FOR DAKOR BRANCH
,,2790,22/01/2024,WHITE HOUSE,,650,CASH PURCHASE FOR UMRETH BRANCH AND GENERAL
,,2791,22/01/2024,SAHAJANAND STATIONARY MART,,120,"FOR UMRETH BRANCH, CASH PURCHASE"
,,2792,23/01/2024,WHITE HOUSE,,2372,FOR UMRETH BRANCH
,,2793,23/01/2024,CASH PURCHASE,,130,FOR UMRETH BRANCH FOR PATIENT WASHROOM
,,2794,23/01/2024,CASH PURCHASE,,171,"CASH PURCHASE, FOR UMRETH BRANCH"
,,2795,24/01/2024,SGE MEDTECH,SURAT,6440,RECEIVED IN EMERGENCY
,,2796,24/01/2024,POWERLUX INDUSTRIES PVT. LTD.,BHOPAL,497000,FOR DAKOR BRANCH
,,2797,24/01/2024,CASH PURCHASE,,600,FOR DOCTORS
,,2798,25/01/2024,SIDDHIVINAYAK COMPUTER,NADIAD,200,"CASH PURCHASE, FOR IT DEPT"
,,2799,25/01/2024,Inside Solution,Anand,12508,
,,2800,25/01/2024,SIDDHIVINAYAK COMPUTER,NADIAD,77560,
,,2801,25/01/2024,SIDDHIVINAYAK COMPUTER,NADIAD,25010,"64GB FOR IT, 16GB FOR USG-4D"
,,2802,25/01/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,15753,"50+250 ALL RECEIVED, PO  CLOSED"
,,2803,26/01/2024,CASH PURCHASE,,300,"CASH PURCHASE, MEERA POINT, FOR IT DEPT."
,,2804,26/01/2024,CASH PURCHASE,,25,cash purchas efor mri dept.4th floor
,,2805,29/01/2024,UNITY PHARMA,AHMEDABAD,509986,
,,2806,31/01/2024,ARVIND GOHIL,ANAND,8500,
,,2807,31/01/2024,AMIT CHEM TRADERS,VADODARA,37288,
,,2808,31/01/2024,WHITE HOUSE,,2880,
,,2809,01/02/2024,SHRADDHA FOOD & BEVERAGES,ANAND,2100,
,,2810,01/02/2024,ARVIND GOHIL,ANAND,8500,
,,2811,02/02/2024,CASH PURCHASE,,108,
,,2812,05/02/2024,VRAJ PLASTIC,,220,CASH PURCHASE
,,2813,05/02/2024,CASH PURCHASE,,540,CASH PURCHASE
,,2814,06/02/2024,AVI ENTERPRISE,AHMEDABAD,15480,
,,2815,06/02/2024,SIDDHIVINAYAK COMPUTER,NADIAD,1325,FOR LAPTOP-RITESH SIR OFFICE
,,2816,06/02/2024,SIDDHIVINAYAK COMPUTER,NADIAD,2375,"FOR LAPTOP-RITESH SIR OFFICE, Rs.-284 LESS BECAUSE NO GST APPLICABLE"
,,2817,06/02/2024,GALAXY SURGICAL,ANAND,5845,
,,2818,10/02/2024,G V SALES & SERVICE,BARODA,204498,30 BOT PENDING + 70 PENDING
,,2819,10/02/2024,SAHAJANAND STATIONARY MART,,2555,
,,2820,10/02/2024,CASH PURCHASE,,130,"CASH PURCHASE, FOR DAKOR BRANCH"
,,2821,10/02/2024,BHAVNA CLEANING,ANAND,7360,
,,2822,10/02/2024,GAYATRI GRAPHICS,ANAND,1500,"EMERGENCY RECEIVED, CASH PURCHASE"
,,2823,10/02/2024,SAG POWER ELECTRONICS Pvt Ltd,Vadodara,29254,"SPARE PURPOSE, USED IN KHAMBHAT BRANCH"
,,2824,10/02/2024,MANISH MARKETING,AHMEDABAD,28079,560+40 FREIGHT
,,2825,16/02/2024,SURGICAL STEPS,ANAND,3115,
,,2826,16/02/2024,CASH PURCHASE,,450,CASH PURCHASE
,,2827,19/02/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,257936,
,,2828,19/02/2024,SGE MEDTECH,SURAT,7840,"18*20 -- 4 NOS RECEIVED, OTHER PENDING"
,,2829,19/02/2024,SGE MEDTECH,SURAT,57750,
,,2830,19/02/2024,G V SALES & SERVICE,BARODA,39376,FOR BIOPSY
,,2831,19/02/2024,SIDDHIVINAYAK COMPUTER,NADIAD,5950,FOR BORSAD-CT-RECEPTION & ANAND-CT
,,2832,19/02/2024,AVI ENTERPRISE,AHMEDABAD,6000,FOR DOCTOR SALARY
,,2833,21/02/2024,GALAXY SURGICAL,ANAND,7851,
,,2834,21/02/2024,PARMATMA PRINTING PRESS,ANAND,12454,
,,2835,26/02/2024,G V SALES & SERVICE,BARODA,43512,all received
,,2836,26/02/2024,AMIT PAPER MART,,4550,FOR CT DEPT
,,2837,26/02/2024,RUTVI SYSTEM,ANAND,1700,FOR RECEPTION-21 & MRI-4TH -207
,,2838,26/02/2024,AVI ENTERPRISE,AHMEDABAD,23087.55,"DIWALI-2023 STICKER, NON USED"
,,2839,26/02/2024,AVI ENTERPRISE,AHMEDABAD,32160,
,,2840,28/02/2024,VRAJ PLASTIC,,4430,
,,2841,28/02/2024,SIDDHIVINAYAK COMPUTER,NADIAD,4700,"M.BOX FOR 3.F-L18050, DP CABLE -MEETING ROOM, WIFI FOR IRIS USG REPORTING"
,,2842,28/02/2024,SIDDHIVINAYAK COMPUTER,NADIAD,13260,
,,2843,28/02/2024,SHREE GANESH ENTERPRISE,SURAT,7280,FOR IRIS BRANCH
,,2844,28/02/2024,SHRADDHA FOOD & BEVERAGES,ANAND,2100,
,,2845,28/02/2024,SURGICAL STEPS,ANAND,1153,FOR SAMPLE PURPOSE
,,2846,28/02/2024,SGE MEDTECH,SURAT,23520,FOR BIOPSY
,,2847,29/02/2024,WHITE HOUSE,,4880,
,,2848,29/02/2024,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3960,
,,2849,29/02/2024,G V SALES & SERVICE,BARODA,14490,30 BOT RECEIVED + 70 PENDING
,,2850,01/03/2024,SIDDHIVINAYAK COMPUTER,NADIAD,9600,
,,2851,01/03/2024,SAHAJANAND STATIONARY MART,,1260,FOR USG REPORTING
,,2852,05/03/2024,UNITY PHARMA,AHMEDABAD,749980,
,,2853,05/03/2024,KHODIYAR CORPORATION CO.,Anand,3676,
,,2854,05/03/2024,RAJ MOBILE (MI),ANAND,24800,
,,2855,05/03/2024,PRIME SURGICAL & LINEN,ANAND,3850,FOR USG GREEN BEDSHEET
,,2856,05/03/2024,AMIT PAPER MART,,1635,FOR UMRETH BRANCH
,,2857,05/03/2024,AVI ENTERPRISE,AHMEDABAD,3770,FOR OFFICE AND SALALRY PROCESS
,,2858,05/03/2024,AVI ENTERPRISE,AHMEDABAD,8250,
,,2859,06/03/2024,CASH PURCHASE,,250,"cash purchase, or HR req. Cordless-66"
,,2860,06/03/2024,D MART AVENUE SUPERMARTS LTD,,798,CASH PURCHASE
,,2861,06/03/2024,CASH PURCHASE,,300,"CASH PURCHASE, OLD REPLACE AND NEW RATE300/PCS"
,,2862,08/03/2024,GALAXY SURGICAL,ANAND,5746,
,,2863,09/03/2024,SIDDHIVINAYAK COMPUTER,NADIAD,11990,
,,2864,09/03/2024,G V SALES & SERVICE,BARODA,39376,FOR BIOPSY
,,2865,09/03/2024,PARMATMA PRINTING PRESS,ANAND,13000,
,,2866,09/03/2024,G V SALES & SERVICE,BARODA,33810,"30+70 RECEIVED, PO CLOSED"
,,2867,09/03/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,98112,
,,2868,09/03/2024,OM ENTERPRISE,SURAT,44730,
,,2869,09/03/2024,SIDDHIVINAYAK COMPUTER,NADIAD,9900,
,,2870,09/03/2024,SURGICAL STEPS,ANAND,3114,
,,2871,09/03/2024,ONE TOUCH SOLUTION,ANAND,49875,mri contrast
,,2872,09/03/2024,OM ENTERPRISE,SURAT,20160,
,,2873,13/03/2024,PRIME SURGICAL & LINEN,ANAND,1760.16,
,,2874,13/03/2024,AARTI ELECTRICALS,ANAND,3600,FOR BORSAD BRANCH
,,2875,13/03/2024,NICE FURNITURE,ANAND,10000,FOR BORSAD BRANCH
,,2876,15/03/2024,GALAXY SURGICAL,ANAND,3354,EMERGCENCY DRUGS
,,2877,15/03/2024,TRINITY SYSTEM (RONALD),ANAND,3350,
,,2878,15/03/2024,TRINITY SYSTEM (RONALD),ANAND,27595,
,,2879,15/03/2024,CASH PURCHASE,,361,"FOR CHILDREN SEDATIVE DRUGS, CASH PURCHASE"
,,2880,18/03/2024,SAHAJANAND STATIONARY MART,,2290,CASH PURCHASE
,,2881,19/03/2024,GALAXY SURGICAL,ANAND,17080,
,,2882,20/03/2024,AVI ENTERPRISE,AHMEDABAD,8250,FOR ANAND-4D USE
,,2883,20/03/2024,AVI ENTERPRISE,AHMEDABAD,62000,FOR RDPL-ALL BRANHCES USE
,,2884,20/03/2024,SHREEJI SAHAJANAND MEDICARE PVT.LTD.,VADODARA,7000,
,,2885,22/03/2024,CASH PURCHASE,,450,cash purchase
,,2886,23/03/2024,G V SALES & SERVICE,BARODA,55756,60 BOT RECEIVED + 140 PENDING
,,2887,23/03/2024,MERLIN POWER SOLUTION,,5728,"FOR BORSAD USG-UPS BATTERY, REPLACE 8 NOS AGAINST BUY BACK Rs.800"
,,2888,28/03/2024,D MART AVENUE SUPERMARTS LTD,,710,CASH PURCHASE
,,2889,28/03/2024,CASH PURCHASE,,800,patanjali powder and soap
,,2890,28/03/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,7877,150 QTY RECIVED + 150 PENDING 
,,2891,28/03/2024,SHUBHAM SALES,ANAND,2695,"FOR BORSAD BRANCH, CASH PURCHASE, 1 YEAR WARRANTY."
,,2892,28/03/2024,VIHAAN ENTERPRISE,Vadodara,10752,SARGICAL ITEM
,,2893,28/03/2024,GALAXY SURGICAL,ANAND,1516,
,,2894,29/03/2024,G V SALES & SERVICE,BARODA,130096,"60+140 RECIEVED,PO CLOSE"
,,2895,29/03/2024,Inside Solution,Anand,1000,
,,2896,30/03/2024,AMAZON.IN,,598,"CASH PURCHASE, FOR BMD AND KHAMBHAT BRANCH, WITH 2 YEAR WARRANTY"
,,2897,01/04/2024,AVI ENTERPRISE,AHMEDABAD,18840,REF BOOK DAKOR 
,,2898,01/04/2024,AVI ENTERPRISE,AHMEDABAD,9360,REF.BOOK PETLAD
,,2899,02/04/2024,AVI ENTERPRISE,AHMEDABAD,180095,
,,2900,02/04/2024,KRISHNA PLASTIC,ANAND,20985,"148.200 KGS RECEIVED, PO CLOSED"
,,2901,02/04/2024,S.D.REFRIGERATION,,82048,FOR KHAMBHAT BRANCH
,,2902,06/04/2024,G V SALES & SERVICE,BARODA,62160,
,,2903,06/04/2024,SIDDHIVINAYAK COMPUTER,NADIAD,35700,
,,2904,06/04/2024,AVI ENTERPRISE,AHMEDABAD,12000,
,,2905,06/04/2024,AMIT CHEM TRADERS,VADODARA,37288,
,,2906,06/04/2024,SHRADDHA FOOD & BEVERAGES,ANAND,1950,
,,2907,06/04/2024,BHAVNA CLEANING,ANAND,7775,
,,2908,06/04/2024,THAKKAR KESHAVLAL MANILAL & CO.,ANAND,3564,"3960-3564 = Rs.396 LESS, DUE TO RATE DOWN"
,,2909,08/04/2024,G V SALES & SERVICE,BARODA,39376,
,,2910,11/04/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,65408,
,,2911,12/04/2024,SAHAJANAND STATIONARY MART,,60,"cash purchase, for HR"
,,2912,12/04/2024,CASH PURCHASE,,1050,"CASH PURCHASE, MEERA ENTERPRISE, FOR 1-2-4 WASHROOM EMERGENCY CALL BELL"
,,2913,12/04/2024,NEW GAYATRI ENTERPRISE,,1676,
,,2914,12/04/2024,VRAJ PLASTIC,,5260,
,,2915,12/04/2024,AMIT PAPER MART,,5163,
,,2916,12/04/2024,SAHAJANAND STATIONARY MART,,120,"CASH PUURCHASE, FOR X RAY DEPT"
,,2917,12/04/2024,SAHAJANAND STATIONARY MART,,1520,CASH PURCHASE
,,2918,13/04/2024,CASH PURCHASE,,600,"FOR DOCTORS USE, CASH"
,,2919,13/04/2024,G V SALES & SERVICE,BARODA,48300,
,,2920,15/04/2024,D MART AVENUE SUPERMARTS LTD,,1047,cash
,,2921,15/04/2024,AVI ENTERPRISE,AHMEDABAD,36800,
,,2922,16/04/2024,HARIHAR BOOK DEPO,ANAND,900,"CASH PURCHASE, FOR USG REPORTING"
,,2923,17/04/2024,SAHAJANAND STATIONARY MART,,100,
,,2924,17/04/2024,MANISH MARKETING,AHMEDABAD,37577,
,,2925,17/04/2024,SHREE JALARAM PAPER INDUSTRIES,AHMEDABAD,92500,
,,2926,17/04/2024,WHITE HOUSE,,4480,
,,2927,19/04/2024,CASH PURCHASE,,450,cash purchase
,,2928,19/04/2024,CASH PURCHASE,,75,cash purchase
,,2929,22/04/2024,SGE MEDTECH,SURAT,6720,
,,2930,23/04/2024,SGE MEDTECH,SURAT,57750,
,,2931,25/04/2024,RAJ MOBILE (MI),ANAND,8999,
,,2932,26/04/2024,ONE TOUCH SOLUTION,ANAND,45675,
,,2933,27/04/2024,UNITY PHARMA,AHMEDABAD,359990,
,,2934,27/04/2024,FUJI FILM INDIA PVT LTD,AHMEDABAD,62955,
,,2935,27/04/2024,GALAXY SURGICAL,ANAND,6990,
,,2936,27/04/2024,Inside Solution,Anand,42362,
,,2937,27/04/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,1840,
,,2938,30/04/2024,Inside Solution,Anand,33382,
,,2939,04/05/2024,AVI ENTERPRISE,AHMEDABAD,12960,
,,2940,04/05/2024,NAGESHWARI PRINTER,ANAND,1600,
,,2941,04/05/2024,ARVIND GOHIL,ANAND,1800,
,,2942,04/05/2024,IMPERIAL MEDICAL  & SURGICAL AGENCY,ANAND,7877,300 RECIVED
,,2943,06/05/2024,SIDDHIVINAYAK COMPUTER,NADIAD,6018,"FOR BORSAD, ANAND & KHAMBHAT MRI DEPT. USE, WITH 1 YEAR WARRANY"
,,2944,08/05/2024,D MART AVENUE SUPERMARTS LTD,,1892,cash purchase
,,2945,08/05/2024,VERAIYA ENTERPRISE,AHMEDABAD,15800,FOR PATIENT PURPOSE
,,2946,08/05/2024,SHREE SHAKTI SURGITECH INDUSTRIES,AHMEDABAD,16800,"FOR BORSAD & KHAMBHAT BRANCH, Rs.170 FREIGHT EXTRA"
